Freq	E'	E"	tan_delta	PhaseAngle	strain
53.0000	4.3915e+05	-27495.	-0.0626	-3.583	0.49811
54.0000	4.4601e+05	-31269.	-0.0701	-4.010	0.47148
55.0000	4.5844e+05	-35943.	-0.0784	-4.483	0.44792
56.0000	4.7132e+05	-40566.	-0.0861	-4.919	0.42622
57.0000	4.8877e+05	-45880.	-0.0939	-5.363	0.50338
58.0000	4.9231e+05	-50379.	-0.1023	-5.843	0.47909
59.0000	-4.319e+05	40155.2	-0.0930	174.688	0.46857
60.0000	5.1740e+05	-61120.	-0.1181	-6.737	0.43797
61.0000	5.4505e+05	-66636.	-0.1223	-6.970	0.50154
62.0000	5.4869e+05	-70978.	-0.1294	-7.371	0.47980
63.0000	5.6247e+05	-76451.	-0.1359	-7.740	0.46054
64.0000	5.7533e+05	-81823.	-0.1422	-8.094	0.44248
65.0000	5.8321e+05	-88852.	-0.1523	-8.662	0.42506
66.0000	6.1976e+05	-94145.	-0.1519	-8.637	0.50281
67.0000	6.3662e+05	-1.029e+05	-0.1617	-9.183	0.48449
68.0000	6.3295e+05	-1.109e+05	-0.1752	-9.935	0.46561
69.0000	-2.020e+06	-2.149e+05	0.10643	186.075	0.45149
70.0000	6.5709e+05	-1.220e+05	-0.1856	-10.516	0.43350
70.9999	6.9928e+05	-1.240e+05	-0.1774	-10.057	0.50153
71.9999	7.1056e+05	-1.370e+05	-0.1928	-10.911	0.48460
72.9999	6.9632e+05	-1.443e+05	-0.2072	-11.707	0.46684
73.9999	7.1528e+05	-1.505e+05	-0.2104	-11.884	0.45221
74.9999	7.2993e+05	-1.610e+05	-0.2206	-12.442	0.43800
75.9999	7.8461e+05	-1.659e+05	-0.2114	-11.939	0.50231
76.9999	8.0169e+05	-1.732e+05	-0.2161	-12.193	0.48709
77.9999	7.8953e+05	-1.765e+05	-0.2235	-12.599	0.47093
78.9999	8.1195e+05	-1.909e+05	-0.2351	-13.232	0.45750
79.9999	8.1251e+05	-2.077e+05	-0.2556	-14.337	0.44350
80.9999	8.2922e+05	-2.151e+05	-0.2594	-14.541	0.43093
81.9999	9.0573e+05	-2.146e+05	-0.2370	-13.331	0.50340
82.9999	9.0876e+05	-2.211e+05	-0.2433	-13.676	0.48875
83.9999	8.5658e+05	-2.342e+05	-0.2735	-15.294	0.47210
84.9999	8.9084e+05	-2.279e+05	-0.2558	-14.351	0.46030
85.9999	8.9957e+05	-2.138e+05	-0.2377	-13.369	0.44784
86.9999	9.3984e+05	-2.287e+05	-0.2434	-13.678	0.43725
87.9999	9.5685e+05	-2.315e+05	-0.2420	-13.601	0.42596
89.0000	1.0569e+06	-2.492e+05	-0.2358	-13.267	0.50337
90.0000	1.0759e+06	-2.513e+05	-0.2336	-13.148	0.49074
91.0000	1.0269e+06	-2.775e+05	-0.2702	-15.120	0.47588
92.0000	1.0694e+06	-2.938e+05	-0.2747	-15.361	0.46528
93.0000	1.0741e+06	-3.176e+05	-0.2957	-16.471	0.45365
94.0000	1.1162e+06	-3.341e+05	-0.2993	-16.661	0.44381
95.0000	1.1475e+06	-3.413e+05	-0.2974	-16.563	0.43388
96.0000	1.2083e+06	-4.064e+05	-0.3363	-18.590	0.42526
97.0000	1.3953e+06	-7.384e+05	-0.5292	-27.887	0.50458
98.0000	8.4156e+05	-2.470e+05	-0.2935	-16.357	0.47234
99.0000	1.0050e+06	-2.644e+05	-0.2631	-14.739	0.46684
100.0000	1.1893e+06	-2.130e+05	-0.1791	-10.155	0.46182
101.000	1.1359e+06	-5.880e+05	-0.5177	-27.369	0.44999
102.000	1.0866e+06	-3.383e+05	-0.3113	-17.293	0.43813
103.000	1.2106e+06	-2.894e+05	-0.2390	-13.443	0.43178
104.000	1.4109e+06	-2.906e+05	-0.2060	-11.638	0.50425
105.000	1.4554e+06	-3.286e+05	-0.2258	-12.723	0.49451
106.000	1.4812e+06	-3.279e+05	-0.2214	-12.482	0.48440
107.000	1.3611e+06	-3.129e+05	-0.2299	-12.948	0.47048
108.000	1.4434e+06	-2.873e+05	-0.1991	-11.258	0.46266
109.000	1.5221e+06	-2.963e+05	-0.1946	-11.014	0.45502
110.000	1.6053e+06	-3.420e+05	-0.2131	-12.028	0.44755
111.000	1.6381e+06	-3.839e+05	-0.2344	-13.189	0.43904
112.000	1.6805e+06	-4.186e+05	-0.2491	-13.988	0.43100
113.000	1.9030e+06	-4.286e+05	-0.2252	-12.692	0.50636
114.000	1.9337e+06	-4.573e+05	-0.2365	-13.305	0.49682
115.000	1.9866e+06	-4.750e+05	-0.2391	-13.446	0.48809
116.000	1.7994e+06	-5.265e+05	-0.2926	-16.309	0.47379
117.000	1.8285e+06	-5.455e+05	-0.2983	-16.611	0.46516
118.000	1.8458e+06	-5.375e+05	-0.2912	-16.234	0.45647
119.000	1.9152e+06	-5.188e+05	-0.2709	-15.156	0.44916
120.000	1.9598e+06	-5.353e+05	-0.2731	-15.277	0.44151
121.000	2.0221e+06	-5.602e+05	-0.2770	-15.484	0.43439
122.000	2.0991e+06	-6.096e+05	-0.2904	-16.194	0.42778
123.000	2.4110e+06	-6.406e+05	-0.2657	-14.880	0.50577
124.000	2.4816e+06	-6.931e+05	-0.2793	-15.604	0.49789
125.000	2.5250e+06	-7.383e+05	-0.2924	-16.300	0.48961
126.000	2.2814e+06	-8.051e+05	-0.3529	-19.437	0.47563
127.000	2.2983e+06	-8.512e+05	-0.3704	-20.323	0.46738
128.000	2.3460e+06	-8.871e+05	-0.3781	-20.713	0.45993
129.000	2.3626e+06	-9.302e+05	-0.3937	-21.489	0.45209
130.000	2.3749e+06	-9.727e+05	-0.4096	-22.273	0.44432
131.000	2.4133e+06	-1.005e+06	-0.4166	-22.618	0.43725
132.000	2.4203e+06	-1.049e+06	-0.4333	-23.426	0.42980
133.000	2.8291e+06	-1.085e+06	-0.3834	-20.976	0.50679
134.000	2.8551e+06	-1.094e+06	-0.3830	-20.958	0.49112
135.000	2.5157e+06	-1.160e+06	-0.4611	-24.756	0.47673
136.000	2.5120e+06	-1.144e+06	-0.4555	-24.491	0.46871
137.000	2.5701e+06	-1.147e+06	-0.4462	-24.048	0.46186
138.000	2.6571e+06	-1.203e+06	-0.4526	-24.354	0.45566
139.000	2.6911e+06	-1.253e+06	-0.4657	-24.970	0.44872
140.000	2.7281e+06	-1.302e+06	-0.4771	-25.508	0.44206
141.000	2.7443e+06	-1.361e+06	-0.4960	-26.382	0.43500
142.000	2.7881e+06	-1.384e+06	-0.4962	-26.392	0.42892
143.000	2.7841e+06	-1.427e+06	-0.5124	-27.130	0.42206
144.000	2.7966e+06	-1.468e+06	-0.5248	-27.689	0.41555
145.000	2.8359e+06	-1.493e+06	-0.5266	-27.771	0.40958
146.000	2.8443e+06	-1.528e+06	-0.5371	-28.240	0.40332
147.000	2.8887e+06	-1.548e+06	-0.5359	-28.186	0.39772
148.000	2.9002e+06	-1.571e+06	-0.5416	-28.440	0.39179
149.000	2.9532e+06	-1.583e+06	-0.5362	-28.198	0.38649
150.000	2.9547e+06	-1.620e+06	-0.5483	-28.737	0.38073
151.000	2.9749e+06	-1.637e+06	-0.5504	-28.830	0.37527
152.000	3.0273e+06	-1.641e+06	-0.5420	-28.457	0.37024
153.000	3.0519e+06	-1.661e+06	-0.5442	-28.555	0.36510
154.000	3.1119e+06	-1.668e+06	-0.5359	-28.186	0.36032
155.000	3.1507e+06	-1.709e+06	-0.5424	-28.477	0.35551
156.000	3.2227e+06	-1.755e+06	-0.5447	-28.577	0.35109
157.000	3.2103e+06	-1.766e+06	-0.5502	-28.819	0.34590
158.000	3.2960e+06	-1.807e+06	-0.5481	-28.729	0.34180
159.000	3.3342e+06	-1.775e+06	-0.5325	-28.033	0.33729
160.000	3.3451e+06	-1.731e+06	-0.5173	-27.354	0.33263
161.000	3.2972e+06	-1.891e+06	-0.5736	-29.840	0.32765
162.000	3.3536e+06	-1.760e+06	-0.5247	-27.685	0.32353
163.000	3.5226e+06	-1.880e+06	-0.5337	-28.088	0.32047
164.000	3.5464e+06	-1.813e+06	-0.5112	-27.074	0.31624
165.000	3.5404e+06	-1.798e+06	-0.5078	-26.920	0.31190
166.000	3.6312e+06	-1.853e+06	-0.5103	-27.033	0.30834
167.000	3.7053e+06	-1.842e+06	-0.4971	-26.431	0.30477
168.000	3.6917e+06	-1.840e+06	-0.4983	-26.487	0.30055
169.000	3.7683e+06	-1.834e+06	-0.4867	-25.954	0.29712
170.000	3.8808e+06	-1.865e+06	-0.4807	-25.672	0.29400
171.000	4.0311e+06	-1.836e+06	-0.4556	-24.493	0.29110
172.000	3.9769e+06	-1.833e+06	-0.4608	-24.741	0.28692
173.000	4.1255e+06	-1.829e+06	-0.4432	-23.904	0.28415
174.000	4.2823e+06	-1.873e+06	-0.4374	-23.625	0.28142
175.000	4.3383e+06	-1.947e+06	-0.4488	-24.171	0.27811
176.000	4.4027e+06	-1.950e+06	-0.4429	-23.891	0.27505
177.000	4.5120e+06	-1.980e+06	-0.4389	-23.698	0.27211
178.000	4.6132e+06	-1.971e+06	-0.4272	-23.135	0.26923
179.000	4.6493e+06	-1.909e+06	-0.4106	-22.321	0.26597
180.000	4.8052e+06	-1.911e+06	-0.3976	-21.684	0.26349
181.000	4.9991e+06	-1.961e+06	-0.3923	-21.422	0.26119
182.000	5.1093e+06	-2.006e+06	-0.3926	-21.436	0.25851
183.000	5.1730e+06	-2.108e+06	-0.4075	-22.169	0.25570
184.000	5.2845e+06	-2.171e+06	-0.4109	-22.338	0.25308
185.000	5.4310e+06	-2.244e+06	-0.4131	-22.447	0.25067
186.000	5.4956e+06	-2.322e+06	-0.4224	-22.901	0.24794
187.000	5.7128e+06	-2.430e+06	-0.4254	-23.045	0.24595
188.000	5.7987e+06	-2.500e+06	-0.4312	-23.324	0.24336
189.000	5.7918e+06	-2.669e+06	-0.4609	-24.745	0.24043
190.000	5.8295e+06	-2.776e+06	-0.4761	-25.461	0.23774
191.000	5.1127e+06	-2.980e+06	-0.5829	-30.237	0.23204
192.000	5.1055e+06	-2.996e+06	-0.5867	-30.402	0.22921
193.000	5.0670e+06	-3.025e+06	-0.5969	-30.834	0.22642
194.000	5.0967e+06	-3.074e+06	-0.6031	-31.094	0.22392
195.000	5.1967e+06	-3.091e+06	-0.5947	-30.742	0.22175
196.000	5.2123e+06	-3.083e+06	-0.5915	-30.606	0.21924
197.000	5.3235e+06	-3.063e+06	-0.5753	-29.912	0.21717
198.000	5.5337e+06	-3.118e+06	-0.5634	-29.398	0.21546
199.000	5.6803e+06	-3.258e+06	-0.5736	-29.837	0.21356
200.000	5.7893e+06	-3.337e+06	-0.5764	-29.959	0.21156
201.000	5.9252e+06	-3.474e+06	-0.5862	-30.380	0.20965
202.000	6.0557e+06	-3.477e+06	-0.5742	-29.862	0.20775
203.000	6.0767e+06	-3.820e+06	-0.6286	-32.154	0.20556
204.000	6.0727e+06	-3.729e+06	-0.6141	-31.553	0.20324
205.000	6.1143e+06	-3.965e+06	-0.6485	-32.963	0.20118
206.000	6.2972e+06	-4.160e+06	-0.6606	-33.449	0.19958
207.000	6.2440e+06	-4.024e+06	-0.6444	-32.798	0.19722
208.000	6.4271e+06	-4.479e+06	-0.6969	-34.873	0.19564
209.000	6.0771e+06	-4.356e+06	-0.7167	-35.631	0.19256
210.000	6.3744e+06	-4.425e+06	-0.6942	-34.769	0.19134
211.000	6.0110e+06	-4.488e+06	-0.7466	-36.745	0.18832
212.000	6.2302e+06	-4.567e+06	-0.7331	-36.244	0.18692
213.000	6.3752e+06	-4.528e+06	-0.7102	-35.384	0.18534
214.000	6.2312e+06	-4.607e+06	-0.7394	-36.479	0.18307
215.000	6.4013e+06	-4.781e+06	-0.7469	-36.755	0.18156
216.000	6.3521e+06	-4.790e+06	-0.7541	-37.021	0.17959
217.000	6.3803e+06	-4.880e+06	-0.7648	-37.410	0.17781
218.000	6.3596e+06	-4.898e+06	-0.7702	-37.604	0.17594
219.000	6.3639e+06	-4.932e+06	-0.7750	-37.774	0.17415
220.000	6.4757e+06	-4.940e+06	-0.7628	-37.336	0.17264
221.000	6.3748e+06	-4.967e+06	-0.7792	-37.927	0.17065
222.000	6.4636e+06	-5.032e+06	-0.7785	-37.901	0.16919
223.000	6.6206e+06	-5.101e+06	-0.7704	-37.611	0.16781
224.000	6.5613e+06	-5.068e+06	-0.7723	-37.681	0.16602
225.000	6.6041e+06	-5.174e+06	-0.7835	-38.079	0.16446
226.000	6.5939e+06	-5.142e+06	-0.7798	-37.948	0.16281
227.000	6.7508e+06	-5.158e+06	-0.7640	-37.381	0.16157
228.000	6.7560e+06	-5.172e+06	-0.7655	-37.433	0.15996
229.000	6.8608e+06	-5.183e+06	-0.7554	-37.067	0.15865
230.000	7.0229e+06	-5.318e+06	-0.7573	-37.136	0.15739
231.000	7.1621e+06	-5.335e+06	-0.7449	-36.683	0.15613
232.000	7.1448e+06	-5.435e+06	-0.7606	-37.258	0.15463
233.000	7.2560e+06	-5.524e+06	-0.7613	-37.281	0.15334
234.000	7.3166e+06	-5.587e+06	-0.7636	-37.366	0.15199
235.000	7.3092e+06	-5.722e+06	-0.7828	-38.055	0.15052
236.000	7.4058e+06	-5.762e+06	-0.7781	-37.885	0.14930
237.000	7.4343e+06	-5.818e+06	-0.7826	-38.048	0.14795
238.000	7.4903e+06	-5.905e+06	-0.7884	-38.251	0.14663
239.000	7.3989e+06	-5.954e+06	-0.8047	-38.823	0.14512
240.000	7.4706e+06	-5.983e+06	-0.8009	-38.690	0.14391
241.000	7.5269e+06	-6.068e+06	-0.8062	-38.876	0.14268
242.000	7.4585e+06	-6.069e+06	-0.8137	-39.135	0.14124
243.000	7.5074e+06	-6.085e+06	-0.8105	-39.025	0.14002
244.000	7.5506e+06	-6.179e+06	-0.8184	-39.297	0.13883
245.000	7.6310e+06	-6.148e+06	-0.8057	-38.859	0.13768
246.000	7.5525e+06	-6.206e+06	-0.8217	-39.411	0.13635
247.000	7.5932e+06	-6.183e+06	-0.8143	-39.157	0.13519
248.000	7.6899e+06	-6.243e+06	-0.8118	-39.070	0.13410
249.000	7.6418e+06	-6.209e+06	-0.8125	-39.093	0.13284
250.000	7.6131e+06	-6.235e+06	-0.8190	-39.316	0.13162
251.000	7.6322e+06	-6.166e+06	-0.8079	-38.934	0.13047
252.000	7.6711e+06	-6.218e+06	-0.8106	-39.029	0.12935
253.000	7.6028e+06	-6.215e+06	-0.8175	-39.266	0.12817
254.000	7.6150e+06	-6.212e+06	-0.8158	-39.207	0.12709
255.000	7.7219e+06	-6.114e+06	-0.7918	-38.373	0.12607
256.000	7.8098e+06	-6.034e+06	-0.7726	-37.690	0.12509
257.000	7.5790e+06	-5.969e+06	-0.7876	-38.224	0.12373
258.000	7.6498e+06	-5.832e+06	-0.7624	-37.321	0.12277
259.000	7.8145e+06	-5.708e+06	-0.7304	-36.146	0.12190
260.000	7.7310e+06	-5.585e+06	-0.7224	-35.846	0.12074
261.000	7.7699e+06	-5.416e+06	-0.6971	-34.879	0.11975
262.000	7.8900e+06	-5.295e+06	-0.6712	-33.868	0.11886
263.000	8.0401e+06	-5.131e+06	-0.6382	-32.547	0.11800
264.000	7.9675e+06	-4.775e+06	-0.5993	-30.936	0.11690
265.000	8.0684e+06	-4.518e+06	-0.5600	-29.250	0.11601
266.000	8.1931e+06	-4.345e+06	-0.5303	-27.938	0.11515
267.000	8.3350e+06	-3.966e+06	-0.4758	-25.445	0.11430
268.000	8.6495e+06	-3.472e+06	-0.4014	-21.870	0.11360
269.000	8.9054e+06	-3.011e+06	-0.3381	-18.679	0.11285
270.000	9.3338e+06	-2.604e+06	-0.2790	-15.591	0.11228
271.000	9.9930e+06	-2.034e+06	-0.2036	-11.507	0.11191
272.000	1.3492e+07	-2.309e+06	-0.1711	-9.712	0.11427
273.000	1.4039e+07	-2.481e+06	-0.1767	-10.023	0.11385
274.000	1.4617e+07	-2.772e+06	-0.1896	-10.737	0.11346
275.000	1.5074e+07	-3.003e+06	-0.1992	-11.266	0.11295
276.000	1.5471e+07	-3.238e+06	-0.2093	-11.821	0.11238
277.000	1.5776e+07	-3.352e+06	-0.2125	-11.997	0.11173
278.000	1.6081e+07	-3.811e+06	-0.2370	-13.333	0.11109
279.000	1.6266e+07	-4.157e+06	-0.2556	-14.335	0.11036
280.000	1.6550e+07	-4.442e+06	-0.2684	-15.024	0.10972
281.000	1.6587e+07	-4.737e+06	-0.2856	-15.938	0.10885
282.000	1.6756e+07	-4.953e+06	-0.2956	-16.467	0.10812
283.000	1.6869e+07	-5.326e+06	-0.3158	-17.524	0.10734
284.000	1.7078e+07	-5.312e+06	-0.3110	-17.276	0.10662
285.000	1.7379e+07	-5.606e+06	-0.3226	-17.878	0.10599
286.000	1.5416e+07	-6.016e+06	-0.3902	-21.318	0.10365
287.000	1.5710e+07	-6.257e+06	-0.3983	-21.718	0.10302
288.001	1.5750e+07	-6.361e+06	-0.4039	-21.994	0.10225
289.001	1.6167e+07	-6.383e+06	-0.3948	-21.546	0.10175
290.001	1.8200e+07	-6.399e+06	-0.3516	-19.372	0.10244
291.001	1.6577e+07	-6.642e+06	-0.4007	-21.836	0.10042
292.001	1.8789e+07	-6.670e+06	-0.3550	-19.545	0.10124
293.001	1.7011e+07	-7.131e+06	-0.4192	-22.742	0.09917
294.001	1.7529e+07	-7.232e+06	-0.4126	-22.419	0.09875
295.001	1.7634e+07	-7.324e+06	-0.4153	-22.555	0.09808
296.001	1.7869e+07	-7.820e+06	-0.4376	-23.636	0.09748
297.001	1.8095e+07	-7.923e+06	-0.4379	-23.647	0.09688
298.001	1.8548e+07	-8.448e+06	-0.4555	-24.489	0.09641
299.001	1.8685e+07	-8.848e+06	-0.4735	-25.339	0.09581
300.001	1.8822e+07	-9.134e+06	-0.4853	-25.886	0.09518
301.001	1.9104e+07	-9.441e+06	-0.4942	-26.298	0.09461
302.001	1.9108e+07	-9.838e+06	-0.5148	-27.241	0.09390
303.001	2.0297e+07	-9.550e+06	-0.4705	-25.198	0.09390
304.001	2.0427e+07	-1.011e+07	-0.4948	-26.327	0.09327
305.001	2.0460e+07	-1.034e+07	-0.5054	-26.811	0.09258
306.001	2.0244e+07	-1.071e+07	-0.5290	-27.881	0.09178
307.001	2.0603e+07	-1.112e+07	-0.5397	-28.358	0.09129
308.001	2.0458e+07	-1.140e+07	-0.5571	-29.121	0.09053
309.001	2.0428e+07	-1.170e+07	-0.5730	-29.812	0.08982
310.001	2.0540e+07	-1.198e+07	-0.5834	-30.257	0.08921
311.001	2.0523e+07	-1.241e+07	-0.6047	-31.161	0.08857
312.001	2.0685e+07	-1.266e+07	-0.6120	-31.468	0.08799
313.001	2.0372e+07	-1.322e+07	-0.6487	-32.972	0.08719
314.001	2.0553e+07	-1.322e+07	-0.6433	-32.754	0.08661
315.001	2.0492e+07	-1.364e+07	-0.6655	-33.642	0.08594
316.001	2.0469e+07	-1.386e+07	-0.6771	-34.102	0.08533
317.001	2.0252e+07	-1.405e+07	-0.6937	-34.749	0.08459
318.001	1.9941e+07	-1.423e+07	-0.7136	-35.510	0.08381
