Freq	E'	E"	tan_delta	PhaseAngle	strain
136.000	2.1011e+06	-1.051e+06	-0.5003	-26.579	0.47516
137.000	1.7635e+06	-1.092e+06	-0.6194	-31.776	0.46170
138.000	1.8277e+06	-1.147e+06	-0.6278	-32.122	0.45539
139.000	1.8390e+06	-1.213e+06	-0.6597	-33.413	0.44832
140.000	1.8645e+06	-1.260e+06	-0.6758	-34.050	0.44166
141.000	1.8591e+06	-1.301e+06	-0.6998	-34.983	0.43452
142.000	1.8829e+06	-1.334e+06	-0.7086	-35.323	0.42822
143.000	1.8770e+06	-1.361e+06	-0.7252	-35.949	0.42153
144.000	1.8687e+06	-1.391e+06	-0.7442	-36.657	0.41499
145.000	1.9007e+06	-1.420e+06	-0.7473	-36.772	0.40910
146.000	1.8932e+06	-1.448e+06	-0.7651	-37.420	0.40284
147.000	1.9220e+06	-1.465e+06	-0.7624	-37.323	0.39718
148.000	1.9146e+06	-1.490e+06	-0.7781	-37.886	0.39120
149.000	1.9435e+06	-1.509e+06	-0.7764	-37.826	0.38580
150.000	1.9377e+06	-1.520e+06	-0.7843	-38.108	0.38000
151.000	1.9320e+06	-1.521e+06	-0.7871	-38.207	0.37448
152.000	1.9773e+06	-1.534e+06	-0.7757	-37.801	0.36958
153.000	1.9918e+06	-1.541e+06	-0.7735	-37.721	0.36445
154.000	2.0437e+06	-1.561e+06	-0.7639	-37.374	0.35980
155.000	2.0524e+06	-1.580e+06	-0.7697	-37.586	0.35478
156.000	2.0916e+06	-1.603e+06	-0.7663	-37.462	0.35023
157.000	2.0903e+06	-1.621e+06	-0.7753	-37.785	0.34528
158.000	2.1282e+06	-1.626e+06	-0.7640	-37.381	0.34089
159.000	2.1223e+06	-1.625e+06	-0.7659	-37.448	0.33616
160.000	2.1211e+06	-1.614e+06	-0.7608	-37.264	0.33159
161.000	2.1739e+06	-1.606e+06	-0.7388	-36.455	0.32753
162.000	2.1830e+06	-1.587e+06	-0.7272	-36.024	0.32317
163.000	2.2620e+06	-1.581e+06	-0.6990	-34.954	0.31942
164.000	2.3194e+06	-1.576e+06	-0.6793	-34.189	0.31565
165.000	2.3060e+06	-1.578e+06	-0.6845	-34.393	0.31143
166.000	2.3647e+06	-1.547e+06	-0.6541	-33.190	0.30772
167.000	2.4426e+06	-1.516e+06	-0.6206	-31.824	0.30421
168.000	2.4764e+06	-1.426e+06	-0.5757	-29.930	0.30051
169.000	2.5966e+06	-1.388e+06	-0.5345	-28.123	0.29743
170.000	2.7176e+06	-1.360e+06	-0.5004	-26.583	0.29439
171.000	2.8744e+06	-1.320e+06	-0.4593	-24.672	0.29161
172.000	3.0104e+06	-1.322e+06	-0.4392	-23.713	0.28876
173.000	3.2048e+06	-1.355e+06	-0.4227	-22.916	0.28629
174.000	3.3564e+06	-1.431e+06	-0.4263	-23.089	0.28366
175.000	3.4342e+06	-1.527e+06	-0.4447	-23.973	0.28057
176.000	3.4566e+06	-1.491e+06	-0.4312	-23.326	0.27713
177.000	3.6409e+06	-1.566e+06	-0.4300	-23.269	0.27478
178.000	3.8728e+06	-1.649e+06	-0.4259	-23.067	0.27270
179.000	3.8949e+06	-1.781e+06	-0.4572	-24.572	0.26950
180.000	4.0150e+06	-1.889e+06	-0.4706	-25.200	0.26683
181.000	4.1231e+06	-2.005e+06	-0.4863	-25.934	0.26414
182.000	4.1117e+06	-2.172e+06	-0.5281	-27.840	0.26087
183.000	4.1937e+06	-2.272e+06	-0.5419	-28.451	0.25812
184.000	4.2292e+06	-2.396e+06	-0.5665	-29.532	0.25522
185.000	4.2664e+06	-2.512e+06	-0.5888	-30.490	0.25234
186.000	4.2343e+06	-2.605e+06	-0.6152	-31.601	0.24921
187.000	4.2529e+06	-2.681e+06	-0.6304	-32.227	0.24635
188.000	4.2936e+06	-2.757e+06	-0.6422	-32.707	0.24361
189.000	4.2469e+06	-2.842e+06	-0.6692	-33.791	0.24054
190.000	4.2743e+06	-2.923e+06	-0.6839	-34.368	0.23788
191.000	4.2868e+06	-2.970e+06	-0.6927	-34.712	0.23519
192.000	4.3185e+06	-3.003e+06	-0.6953	-34.813	0.23257
193.000	3.4537e+06	-3.122e+06	-0.9038	-42.108	0.22648
194.000	3.5068e+06	-3.122e+06	-0.8902	-41.676	0.22414
195.000	3.5770e+06	-3.162e+06	-0.8841	-41.481	0.22191
196.000	3.5397e+06	-3.237e+06	-0.9144	-42.440	0.21933
197.000	3.6318e+06	-3.247e+06	-0.8942	-41.802	0.21722
198.000	3.7028e+06	-3.309e+06	-0.8937	-41.788	0.21511
199.000	3.7326e+06	-3.373e+06	-0.9036	-42.100	0.21285
200.000	3.6927e+06	-3.446e+06	-0.9333	-43.025	0.21046
201.000	3.7542e+06	-3.479e+06	-0.9266	-42.819	0.20834
202.000	3.8206e+06	-3.556e+06	-0.9308	-42.948	0.20632
203.000	3.9259e+06	-3.637e+06	-0.9263	-42.809	0.20445
204.000	3.8528e+06	-3.693e+06	-0.9586	-43.788	0.20205
205.000	3.9320e+06	-3.768e+06	-0.9583	-43.781	0.20016
206.000	3.9453e+06	-3.834e+06	-0.9717	-44.179	0.19811
207.000	-9.605e+06	-3.908e+06	0.40684	202.138	0.19896
208.000	3.8671e+06	-3.979e+06	-1.0290	-45.820	0.19374
209.000	3.9251e+06	-3.985e+06	-1.0152	-45.432	0.19184
210.000	3.8572e+06	-4.039e+06	-1.0472	-46.320	0.18972
211.000	3.7837e+06	-4.058e+06	-1.0724	-47.001	0.18756
212.000	3.8064e+06	-4.056e+06	-1.0656	-46.818	0.18570
213.000	3.8524e+06	-4.061e+06	-1.0541	-46.508	0.18393
214.000	3.8480e+06	-3.990e+06	-1.0369	-46.037	0.18207
215.000	3.9243e+06	-3.998e+06	-1.0188	-45.534	0.18040
216.000	3.9974e+06	-4.007e+06	-1.0025	-45.071	0.17876
217.000	4.0791e+06	-4.057e+06	-0.9946	-44.846	0.17721
218.000	4.0340e+06	-4.045e+06	-1.0027	-45.078	0.17532
219.000	4.1203e+06	-4.044e+06	-0.9814	-44.462	0.17377
220.000	4.1880e+06	-4.106e+06	-0.9804	-44.433	0.17223
221.000	4.2178e+06	-4.098e+06	-0.9715	-44.171	0.17057
222.000	4.2916e+06	-4.160e+06	-0.9693	-44.107	0.16914
223.000	4.4550e+06	-4.232e+06	-0.9499	-43.529	0.16781
224.000	4.4887e+06	-4.272e+06	-0.9516	-43.581	0.16625
225.000	4.3954e+06	-4.281e+06	-0.9739	-44.243	0.16448
226.000	4.5026e+06	-4.274e+06	-0.9492	-43.508	0.16314
227.000	4.5738e+06	-4.301e+06	-0.9404	-43.240	0.16170
228.000	4.5542e+06	-4.320e+06	-0.9485	-43.486	0.16013
229.000	4.6395e+06	-4.335e+06	-0.9344	-43.058	0.15877
230.000	4.7383e+06	-4.382e+06	-0.9247	-42.760	0.15743
231.000	4.8351e+06	-4.428e+06	-0.9159	-42.486	0.15616
232.000	4.8266e+06	-4.473e+06	-0.9268	-42.823	0.15469
233.000	4.9265e+06	-4.541e+06	-0.9217	-42.667	0.15342
234.000	5.0260e+06	-4.580e+06	-0.9112	-42.341	0.15218
235.000	4.9653e+06	-4.618e+06	-0.9300	-42.921	0.15065
236.000	5.0336e+06	-4.672e+06	-0.9281	-42.863	0.14940
237.000	5.0912e+06	-4.698e+06	-0.9228	-42.700	0.14812
238.000	5.1549e+06	-4.742e+06	-0.9199	-42.611	0.14690
239.000	5.1057e+06	-4.763e+06	-0.9329	-43.010	0.14546
240.000	5.1938e+06	-4.799e+06	-0.9239	-42.736	0.14429
241.000	5.2436e+06	-4.793e+06	-0.9140	-42.427	0.14306
242.000	5.2110e+06	-4.806e+06	-0.9224	-42.687	0.14171
243.000	5.2564e+06	-4.857e+06	-0.9240	-42.738	0.14053
244.000	5.3254e+06	-4.853e+06	-0.9112	-42.340	0.13939
245.000	5.3941e+06	-4.867e+06	-0.9023	-42.059	0.13824
246.000	5.3104e+06	-4.891e+06	-0.9210	-42.646	0.13690
247.000	5.3832e+06	-4.881e+06	-0.9068	-42.202	0.13578
248.000	5.3471e+06	-4.890e+06	-0.9145	-42.444	0.13456
249.000	5.2462e+06	-4.824e+06	-0.9195	-42.600	0.13325
250.000	5.2392e+06	-4.755e+06	-0.9075	-42.224	0.13206
251.000	5.2444e+06	-4.635e+06	-0.8838	-41.471	0.13092
252.000	5.2528e+06	-4.503e+06	-0.8573	-40.606	0.12979
253.000	5.1387e+06	-4.264e+06	-0.8298	-39.687	0.12853
254.000	5.1458e+06	-4.125e+06	-0.8017	-38.718	0.12743
255.000	5.1995e+06	-3.739e+06	-0.7192	-35.723	0.12638
256.000	5.3666e+06	-3.447e+06	-0.6422	-32.709	0.12545
257.000	5.3652e+06	-3.003e+06	-0.5596	-29.233	0.12438
258.000	5.5603e+06	-2.592e+06	-0.4661	-24.991	0.12351
259.000	5.9265e+06	-2.129e+06	-0.3593	-19.764	0.12282
260.000	6.2693e+06	-1.584e+06	-0.2526	-14.177	0.12210
261.000	6.8313e+06	-1.073e+06	-0.1571	-8.927	0.12163
262.000	7.5658e+06	-6.218e+05	-0.0822	-4.698	0.12135
263.000	8.4166e+06	-2.501e+05	-0.0297	-1.702	0.12119
264.000	9.3700e+06	-34466.	-0.0037	-0.211	0.12117
265.000	1.0367e+07	-90308.	-0.0087	-0.499	0.12121
266.000	1.1229e+07	-1.721e+05	-0.0153	-0.878	0.12112
267.000	1.2081e+07	-5.402e+05	-0.0447	-2.560	0.12106
268.000	1.2818e+07	-9.306e+05	-0.0726	-4.153	0.12086
269.000	1.3478e+07	-1.366e+06	-0.1014	-5.788	0.12060
270.000	1.4004e+07	-1.924e+06	-0.1374	-7.824	0.12018
271.000	1.4351e+07	-2.555e+06	-0.1780	-10.094	0.11962
272.000	1.4688e+07	-3.121e+06	-0.2125	-11.998	0.11898
273.000	1.4874e+07	-3.605e+06	-0.2424	-13.623	0.11821
274.000	1.4945e+07	-4.217e+06	-0.2822	-15.757	0.11734
275.000	1.5077e+07	-4.647e+06	-0.3082	-17.131	0.11651
276.000	1.5206e+07	-5.102e+06	-0.3355	-18.549	0.11570
277.000	1.5297e+07	-5.502e+06	-0.3597	-19.783	0.11485
278.000	1.5174e+07	-5.804e+06	-0.3825	-20.930	0.11382
279.000	1.5244e+07	-6.091e+06	-0.3996	-21.780	0.11291
280.000	1.5299e+07	-6.385e+06	-0.4174	-22.654	0.11206
281.000	1.5330e+07	-6.653e+06	-0.4340	-23.460	0.11117
282.000	1.5594e+07	-6.845e+06	-0.4390	-23.699	0.11052
283.000	1.5577e+07	-7.138e+06	-0.4583	-24.620	0.10960
284.000	1.5583e+07	-7.433e+06	-0.4770	-25.501	0.10870
285.000	1.5535e+07	-7.715e+06	-0.4967	-26.412	0.10780
286.000	1.5623e+07	-7.793e+06	-0.4988	-26.510	0.10700
287.000	1.5633e+07	-8.158e+06	-0.5218	-27.557	0.10613
288.001	1.5493e+07	-8.249e+06	-0.5324	-28.032	0.10520
289.001	1.6023e+07	-8.515e+06	-0.5314	-27.987	0.10481
290.001	1.5853e+07	-8.592e+06	-0.5420	-28.456	0.10384
291.001	1.6140e+07	-9.030e+06	-0.5595	-29.227	0.10326
292.001	1.6151e+07	-8.951e+06	-0.5542	-28.995	0.10246
293.001	1.6336e+07	-9.185e+06	-0.5623	-29.348	0.10178
294.001	1.6432e+07	-9.425e+06	-0.5736	-29.839	0.10104
295.001	1.6686e+07	-9.618e+06	-0.5764	-29.959	0.10046
296.001	1.6681e+07	-9.962e+06	-0.5972	-30.845	0.09968
297.001	1.6782e+07	-1.019e+07	-0.6070	-31.258	0.09901
298.001	1.6985e+07	-1.051e+07	-0.6188	-31.748	0.09839
299.001	1.4580e+07	-1.113e+07	-0.7636	-37.366	0.09602
300.001	1.6897e+07	-1.082e+07	-0.6403	-32.631	0.09681
301.001	1.4701e+07	-1.165e+07	-0.7923	-38.388	0.09466
302.001	1.4578e+07	-1.197e+07	-0.8212	-39.391	0.09388
303.001	1.4522e+07	-1.211e+07	-0.8339	-39.825	0.09313
304.001	1.4539e+07	-1.242e+07	-0.8540	-40.496	0.09249
305.001	1.4605e+07	-1.256e+07	-0.8601	-40.700	0.09182
306.001	1.7098e+07	-1.216e+07	-0.7109	-35.410	0.09264
307.001	1.4477e+07	-1.268e+07	-0.8757	-41.210	0.09037
308.001	1.4719e+07	-1.290e+07	-0.8765	-41.235	0.08988
309.001	1.4481e+07	-1.299e+07	-0.8971	-41.896	0.08909
310.001	1.4711e+07	-1.381e+07	-0.9389	-43.195	0.08858
311.001	1.4614e+07	-1.394e+07	-0.9539	-43.647	0.08789
312.001	1.4341e+07	-1.372e+07	-0.9567	-43.732	0.08709
313.001	1.4458e+07	-1.403e+07	-0.9701	-44.130	0.08651
314.001	1.4481e+07	-1.415e+07	-0.9768	-44.329	0.08591
315.001	1.4422e+07	-1.444e+07	-1.0016	-45.044	0.08528
316.001	1.4479e+07	-1.456e+07	-1.0056	-45.159	0.08471
317.001	1.4262e+07	-1.463e+07	-1.0259	-45.733	0.08398
318.001	1.4224e+07	-1.473e+07	-1.0358	-46.007	0.08339
