Freq	E'	E"	tan_delta	PhaseAngle	strain
187.000	4.4040e+06	-2.683e+06	-0.6092	-31.350	0.24686
188.000	4.4151e+06	-2.759e+06	-0.6249	-32.001	0.24402
189.000	4.3452e+06	-2.850e+06	-0.6558	-33.259	0.24092
190.000	4.3528e+06	-2.904e+06	-0.6672	-33.709	0.23810
191.000	4.3693e+06	-2.944e+06	-0.6738	-33.973	0.23541
192.000	4.4164e+06	-2.960e+06	-0.6702	-33.831	0.23286
193.000	3.5810e+06	-3.066e+06	-0.8562	-40.570	0.22685
194.000	3.6504e+06	-3.104e+06	-0.8503	-40.374	0.22458
195.000	3.7601e+06	-3.129e+06	-0.8323	-39.770	0.22246
196.000	3.7548e+06	-3.171e+06	-0.8445	-40.182	0.22004
197.000	3.8658e+06	-3.251e+06	-0.8410	-40.063	0.21798
198.000	3.9267e+06	-3.352e+06	-0.8535	-40.482	0.21581
199.000	3.9861e+06	-3.447e+06	-0.8648	-40.853	0.21363
200.000	3.9301e+06	-3.505e+06	-0.8919	-41.731	0.21113
201.000	4.0021e+06	-3.618e+06	-0.9041	-42.116	0.20906
202.000	4.0687e+06	-3.689e+06	-0.9068	-42.200	0.20705
203.000	4.1152e+06	-3.757e+06	-0.9131	-42.398	0.20496
204.000	4.0851e+06	-3.863e+06	-0.9456	-43.398	0.20269
205.000	4.1364e+06	-3.963e+06	-0.9581	-43.775	0.20069
206.000	4.1586e+06	-4.071e+06	-0.9790	-44.391	0.19865
207.000	4.0652e+06	-4.142e+06	-1.0189	-45.536	0.19627
208.000	4.1224e+06	-4.214e+06	-1.0222	-45.629	0.19437
209.000	4.0947e+06	-4.272e+06	-1.0433	-46.214	0.19230
210.000	4.1018e+06	-4.320e+06	-1.0532	-46.484	0.19029
211.000	4.0412e+06	-4.364e+06	-1.0799	-47.199	0.18820
212.000	4.0820e+06	-4.392e+06	-1.0761	-47.098	0.18637
213.000	4.0877e+06	-4.441e+06	-1.0864	-47.371	0.18451
214.000	4.0157e+06	-4.480e+06	-1.1156	-48.126	0.18248
215.000	4.0470e+06	-4.533e+06	-1.1202	-48.244	0.18068
216.000	4.0783e+06	-4.559e+06	-1.1178	-48.183	0.17893
217.000	4.1036e+06	-4.587e+06	-1.1178	-48.184	0.17720
218.000	4.0165e+06	-4.551e+06	-1.1332	-48.573	0.17525
219.000	4.0512e+06	-4.541e+06	-1.1210	-48.264	0.17359
220.000	4.1067e+06	-4.540e+06	-1.1055	-47.868	0.17202
221.000	4.1499e+06	-4.527e+06	-1.0908	-47.486	0.17042
222.000	4.2973e+06	-4.543e+06	-1.0572	-46.591	0.16906
223.000	4.3918e+06	-4.623e+06	-1.0527	-46.472	0.16765
224.000	4.4348e+06	-4.690e+06	-1.0575	-46.600	0.16611
225.000	4.4092e+06	-4.694e+06	-1.0646	-46.793	0.16446
226.000	4.4878e+06	-4.734e+06	-1.0549	-46.531	0.16304
227.000	4.5776e+06	-4.782e+06	-1.0446	-46.251	0.16168
228.000	4.5668e+06	-4.847e+06	-1.0613	-46.702	0.16012
229.000	4.6538e+06	-4.931e+06	-1.0595	-46.655	0.15876
230.000	4.7512e+06	-5.002e+06	-1.0527	-46.472	0.15746
231.000	4.8133e+06	-5.087e+06	-1.0569	-46.586	0.15612
232.000	4.7767e+06	-5.185e+06	-1.0855	-47.348	0.15458
233.000	4.8267e+06	-5.278e+06	-1.0936	-47.559	0.15326
234.000	4.8634e+06	-5.362e+06	-1.1024	-47.789	0.15190
235.000	4.7561e+06	-5.452e+06	-1.1462	-48.898	0.15030
236.000	4.7634e+06	-5.516e+06	-1.1580	-49.187	0.14896
237.000	4.7620e+06	-5.572e+06	-1.1700	-49.480	0.14758
238.000	4.7552e+06	-5.612e+06	-1.1803	-49.726	0.14626
239.000	4.6295e+06	-5.622e+06	-1.2144	-50.530	0.14473
240.000	4.6443e+06	-5.647e+06	-1.2160	-50.566	0.14344
241.000	4.6288e+06	-5.662e+06	-1.2233	-50.735	0.14217
242.000	4.5125e+06	-5.636e+06	-1.2490	-51.317	0.14070
243.000	4.5165e+06	-5.655e+06	-1.2520	-51.386	0.13942
244.000	4.4912e+06	-5.643e+06	-1.2565	-51.485	0.13817
245.000	4.5012e+06	-5.617e+06	-1.2480	-51.295	0.13696
246.000	4.3112e+06	-5.592e+06	-1.2972	-52.372	0.13553
247.000	4.2970e+06	-5.554e+06	-1.2924	-52.270	0.13431
248.000	4.2465e+06	-5.487e+06	-1.2922	-52.264	0.13308
249.000	4.0709e+06	-5.359e+06	-1.3165	-52.780	0.13168
250.000	3.9438e+06	-5.192e+06	-1.3165	-52.780	0.13038
251.000	3.8539e+06	-4.977e+06	-1.2915	-52.249	0.12915
252.000	3.8093e+06	-4.751e+06	-1.2473	-51.279	0.12802
253.000	3.6224e+06	-4.373e+06	-1.2073	-50.365	0.12663
254.000	3.5928e+06	-3.975e+06	-1.1064	-47.893	0.12548
255.000	3.6401e+06	-3.472e+06	-0.9538	-43.646	0.12446
256.000	3.7532e+06	-2.871e+06	-0.7648	-37.410	0.12350
257.000	3.8506e+06	-2.081e+06	-0.5405	-28.393	0.12248
258.000	4.3882e+06	-1.192e+06	-0.2716	-15.196	0.12197
259.000	5.1472e+06	-4.479e+05	-0.0870	-4.973	0.12167
260.000	6.1585e+06	1.9891e+05	0.03230	1.850	0.12171
261.000	7.4031e+06	5.5764e+05	0.07533	4.308	0.12196
262.000	8.5166e+06	7.3505e+05	0.08631	4.933	0.12212
263.000	9.7577e+06	6.0697e+05	0.06220	3.559	0.12246
264.000	1.0885e+07	2.2183e+05	0.02038	1.167	0.12273
265.000	1.1869e+07	-2.694e+05	-0.0227	-1.300	0.12283
266.000	1.2633e+07	-9.114e+05	-0.0721	-4.127	0.12269
267.000	1.3227e+07	-1.749e+06	-0.1322	-7.530	0.12242
268.000	1.3655e+07	-2.437e+06	-0.1784	-10.118	0.12189
269.000	1.3999e+07	-3.063e+06	-0.2188	-12.341	0.12130
270.000	1.4163e+07	-3.748e+06	-0.2646	-14.820	0.12051
271.000	1.4218e+07	-4.422e+06	-0.3110	-17.276	0.11963
272.000	1.4174e+07	-4.960e+06	-0.3500	-19.289	0.11859
273.000	1.4305e+07	-5.431e+06	-0.3797	-20.791	0.11775
274.000	1.4055e+07	-5.762e+06	-0.4099	-22.291	0.11655
275.000	1.4075e+07	-6.250e+06	-0.4441	-23.945	0.11559
276.000	1.4009e+07	-6.568e+06	-0.4688	-25.119	0.11458
277.000	1.3960e+07	-6.780e+06	-0.4856	-25.902	0.11362
278.000	1.3779e+07	-7.024e+06	-0.5097	-27.010	0.11253
279.000	1.3749e+07	-7.231e+06	-0.5259	-27.742	0.11158
280.000	1.3797e+07	-7.355e+06	-0.5331	-28.062	0.11070
281.000	1.3750e+07	-7.530e+06	-0.5476	-28.707	0.10977
282.000	1.3856e+07	-7.689e+06	-0.5549	-29.028	0.10897
283.000	1.3896e+07	-7.906e+06	-0.5690	-29.638	0.10814
284.000	1.3982e+07	-8.070e+06	-0.5772	-29.993	0.10734
285.000	1.3908e+07	-8.325e+06	-0.5986	-30.903	0.10646
286.000	1.4059e+07	-8.343e+06	-0.5934	-30.687	0.10569
287.000	1.4059e+07	-8.562e+06	-0.6090	-31.341	0.10483
288.001	1.3980e+07	-8.620e+06	-0.6166	-31.660	0.10395
289.001	1.2353e+07	-9.301e+06	-0.7529	-36.977	0.10195
290.001	1.2253e+07	-9.391e+06	-0.7664	-37.468	0.10107
291.001	1.4594e+07	-9.288e+06	-0.6364	-32.474	0.10202
292.001	1.2339e+07	-9.874e+06	-0.8002	-38.667	0.09960
293.001	1.2543e+07	-1.008e+07	-0.8038	-38.792	0.09901
294.001	1.2631e+07	-1.034e+07	-0.8186	-39.303	0.09831
295.001	1.2539e+07	-1.055e+07	-0.8411	-40.068	0.09750
296.001	1.2533e+07	-1.075e+07	-0.8580	-40.629	0.09676
297.001	1.2688e+07	-1.101e+07	-0.8676	-40.945	0.09613
298.001	1.2705e+07	-1.126e+07	-0.8866	-41.560	0.09543
299.001	1.2494e+07	-1.128e+07	-0.9029	-42.078	0.09459
300.001	1.2637e+07	-1.170e+07	-0.9260	-42.799	0.09398
301.001	1.2786e+07	-1.152e+07	-0.9009	-42.016	0.09337
302.001	1.2259e+07	-1.214e+07	-0.9907	-44.731	0.09237
303.001	1.2497e+07	-1.222e+07	-0.9775	-44.348	0.09183
304.001	1.5006e+07	-1.190e+07	-0.7929	-38.410	0.09268
305.001	1.2614e+07	-1.252e+07	-0.9923	-44.778	0.09056
306.001	1.1885e+07	-1.294e+07	-1.0887	-47.432	0.08948
307.001	1.2451e+07	-1.279e+07	-1.0270	-45.763	0.08915
308.001	1.2389e+07	-1.292e+07	-1.0426	-46.196	0.08849
309.001	1.2247e+07	-1.306e+07	-1.0665	-46.844	0.08776
310.001	1.2409e+07	-1.322e+07	-1.0657	-46.822	0.08723
311.001	1.2278e+07	-1.332e+07	-1.0845	-47.321	0.08653
312.001	1.2295e+07	-1.346e+07	-1.0944	-47.580	0.08594
313.001	1.2208e+07	-1.335e+07	-1.0938	-47.566	0.08526
314.001	1.2184e+07	-1.362e+07	-1.1175	-48.176	0.08466
315.001	1.2189e+07	-1.366e+07	-1.1209	-48.262	0.08407
316.001	1.2164e+07	-1.398e+07	-1.1496	-48.981	0.08347
317.001	1.2184e+07	-1.412e+07	-1.1586	-49.203	0.08288
318.001	1.1868e+07	-1.415e+07	-1.1927	-50.022	0.08216
