Freq	E'	E"	tan_delta	PhaseAngle	strain
98.0000	24113.1	-5.057e+05	-20.971	-87.270	0.43864
99.0000	5.1806e+05	-1.235e+05	-0.2384	-13.408	0.44345
100.0000	8.7259e+05	-1.451e+05	-0.1663	-9.441	0.44440
101.000	9.4724e+05	-8.230e+05	-0.8688	-40.985	0.43713
102.000	7.6909e+05	-3.416e+05	-0.4442	-23.951	0.50197
103.000	9.2650e+05	-3.090e+05	-0.3336	-18.447	0.49602
104.000	9.5691e+05	-3.276e+05	-0.3423	-18.896	0.48617
105.000	8.5945e+05	-3.426e+05	-0.3986	-21.735	0.47276
106.000	8.5951e+05	-3.322e+05	-0.3865	-21.130	0.46267
107.000	8.6884e+05	-2.927e+05	-0.3369	-18.621	0.45313
108.000	9.5775e+05	-2.736e+05	-0.2857	-15.946	0.44614
109.000	1.0118e+06	-2.924e+05	-0.2890	-16.118	0.43832
110.000	1.0813e+06	-3.277e+05	-0.3031	-16.860	0.43106
111.000	1.2947e+06	-3.436e+05	-0.2654	-14.863	0.50580
112.000	1.3327e+06	-3.737e+05	-0.2804	-15.663	0.49660
113.000	1.3453e+06	-3.927e+05	-0.2919	-16.274	0.48696
114.000	1.1556e+06	-4.123e+05	-0.3568	-19.635	0.47246
115.000	1.2019e+06	-4.114e+05	-0.3423	-18.896	0.46430
116.000	1.2441e+06	-4.209e+05	-0.3383	-18.692	0.45636
117.000	1.2703e+06	-4.356e+05	-0.3429	-18.927	0.44819
118.000	1.3235e+06	-4.323e+05	-0.3267	-18.090	0.44088
119.000	1.4145e+06	-4.681e+05	-0.3309	-18.311	0.43448
120.000	1.4472e+06	-5.255e+05	-0.3631	-19.958	0.42704
121.000	1.7252e+06	-5.761e+05	-0.3339	-18.467	0.50576
122.000	1.7720e+06	-6.259e+05	-0.3532	-19.454	0.49746
123.000	1.7834e+06	-6.764e+05	-0.3793	-20.771	0.48851
124.000	1.8219e+06	-7.115e+05	-0.3905	-21.332	0.48044
125.000	1.5420e+06	-7.748e+05	-0.5025	-26.677	0.46603
126.000	1.5765e+06	-8.133e+05	-0.5159	-27.288	0.45843
127.000	1.5763e+06	-8.469e+05	-0.5373	-28.250	0.45037
128.000	1.6062e+06	-8.810e+05	-0.5485	-28.746	0.44307
129.000	1.6009e+06	-9.145e+05	-0.5712	-29.737	0.43533
130.000	1.5949e+06	-9.452e+05	-0.5926	-30.653	0.42777
131.000	1.9805e+06	-9.775e+05	-0.4936	-26.270	0.50710
132.000	1.9866e+06	-1.002e+06	-0.5046	-26.774	0.49853
133.000	2.0247e+06	-1.018e+06	-0.5029	-26.697	0.49083
134.000	2.0383e+06	-1.040e+06	-0.5100	-27.023	0.48281
135.000	2.0831e+06	-1.066e+06	-0.5117	-27.099	0.47559
136.000	1.6816e+06	-1.093e+06	-0.6500	-33.025	0.46094
137.000	1.7265e+06	-1.087e+06	-0.6297	-32.198	0.45429
138.000	1.7963e+06	-1.136e+06	-0.6325	-32.314	0.44793
139.000	1.8056e+06	-1.193e+06	-0.6605	-33.446	0.44111
140.000	1.8370e+06	-1.235e+06	-0.6721	-33.906	0.43461
141.000	1.8280e+06	-1.265e+06	-0.6918	-34.677	0.42773
142.000	1.8507e+06	-1.306e+06	-0.7056	-35.207	0.44125
143.000	1.8521e+06	-1.333e+06	-0.7195	-35.736	0.42124
144.000	1.8487e+06	-1.357e+06	-0.7341	-36.284	0.41473
145.000	1.8826e+06	-1.383e+06	-0.7344	-36.295	0.40891
146.000	1.8732e+06	-1.405e+06	-0.7499	-36.867	0.40266
147.000	1.9065e+06	-1.421e+06	-0.7456	-36.707	0.39705
148.000	1.9105e+06	-1.444e+06	-0.7557	-37.078	0.39118
149.000	1.9451e+06	-1.462e+06	-0.7518	-36.935	0.38584
150.000	1.9463e+06	-1.472e+06	-0.7561	-37.095	0.38021
151.000	1.9461e+06	-1.482e+06	-0.7613	-37.283	0.37475
152.000	1.9964e+06	-1.491e+06	-0.7469	-36.756	0.36983
153.000	2.0137e+06	-1.500e+06	-0.7447	-36.675	0.36476
154.000	2.0717e+06	-1.525e+06	-0.7360	-36.351	0.36014
155.000	2.0865e+06	-1.559e+06	-0.7472	-36.766	0.35516
156.000	2.1221e+06	-1.585e+06	-0.7471	-36.763	0.35057
157.000	2.1220e+06	-1.605e+06	-0.7565	-37.107	0.34568
158.000	2.1625e+06	-1.620e+06	-0.7490	-36.832	0.34126
159.000	2.1616e+06	-1.617e+06	-0.7483	-36.806	0.33658
160.000	2.1766e+06	-1.617e+06	-0.7429	-36.610	0.33208
161.000	2.2308e+06	-1.612e+06	-0.7226	-35.851	0.32802
162.000	2.2537e+06	-1.612e+06	-0.7154	-35.582	0.32378
163.000	2.3221e+06	-1.618e+06	-0.6967	-34.867	0.31997
164.000	2.3975e+06	-1.640e+06	-0.6840	-34.373	0.31632
165.000	2.3730e+06	-1.640e+06	-0.6912	-34.651	0.31199
166.000	2.4337e+06	-1.642e+06	-0.6747	-34.008	0.30831
167.000	2.5016e+06	-1.646e+06	-0.6582	-33.351	0.30476
168.000	2.5081e+06	-1.615e+06	-0.6440	-32.782	0.30083
169.000	2.6045e+06	-1.614e+06	-0.6198	-31.792	0.29759
170.000	2.6889e+06	-1.617e+06	-0.6015	-31.026	0.29430
171.000	2.7663e+06	-1.610e+06	-0.5821	-30.202	0.29104
172.000	2.8217e+06	-1.545e+06	-0.5477	-28.708	0.28769
173.000	2.9203e+06	-1.646e+06	-0.5636	-29.406	0.28468
174.000	3.0338e+06	-1.663e+06	-0.5481	-28.727	0.28177
175.000	3.0747e+06	-1.641e+06	-0.5336	-28.085	0.27843
176.000	3.2074e+06	-1.632e+06	-0.5088	-26.967	0.27582
177.000	3.3428e+06	-1.605e+06	-0.4800	-25.642	0.27311
178.000	3.6124e+06	-1.657e+06	-0.4586	-24.634	0.27127
179.000	3.6970e+06	-1.671e+06	-0.4519	-24.320	0.26837
180.000	3.8577e+06	-1.801e+06	-0.4670	-25.030	0.26597
181.000	4.0123e+06	-1.919e+06	-0.4782	-25.557	0.26358
182.000	4.0664e+06	-2.066e+06	-0.5081	-26.936	0.26062
183.000	4.1495e+06	-2.199e+06	-0.5300	-27.924	0.25795
184.000	4.2294e+06	-2.335e+06	-0.5521	-28.904	0.25527
185.000	4.2868e+06	-2.468e+06	-0.5757	-29.930	0.25245
186.000	4.2388e+06	-2.590e+06	-0.6110	-31.426	0.24929
187.000	4.3126e+06	-2.681e+06	-0.6217	-31.870	0.24665
188.000	4.3300e+06	-2.765e+06	-0.6386	-32.560	0.24378
189.000	4.2729e+06	-2.877e+06	-0.6734	-33.956	0.24066
190.000	4.2832e+06	-2.947e+06	-0.6879	-34.526	0.23796
191.000	4.3020e+06	-2.999e+06	-0.6971	-34.881	0.23528
192.000	4.3358e+06	-3.022e+06	-0.6969	-34.874	0.23272
193.000	4.2869e+06	-3.027e+06	-0.7062	-35.229	0.22983
194.000	3.5469e+06	-3.156e+06	-0.8898	-41.664	0.22437
195.000	3.6205e+06	-3.191e+06	-0.8813	-41.390	0.22210
196.000	3.5980e+06	-3.238e+06	-0.9000	-41.986	0.21956
197.000	3.7592e+06	-3.307e+06	-0.8798	-41.341	0.21774
198.000	3.8217e+06	-3.392e+06	-0.8876	-41.592	0.21558
199.000	3.8875e+06	-3.472e+06	-0.8930	-41.765	0.21344
200.000	3.8590e+06	-3.576e+06	-0.9268	-42.824	0.21102
201.000	3.9133e+06	-3.655e+06	-0.9339	-43.042	0.20891
202.000	3.9794e+06	-3.726e+06	-0.9364	-43.120	0.20688
203.000	4.0342e+06	-3.787e+06	-0.9387	-43.188	0.20484
204.000	4.0020e+06	-3.903e+06	-0.9752	-44.280	0.20256
205.000	4.0502e+06	-3.979e+06	-0.9825	-44.495	0.20056
206.000	4.0950e+06	-4.108e+06	-1.0033	-45.094	0.19860
207.000	3.9926e+06	-4.191e+06	-1.0497	-46.388	0.19620
208.000	4.0462e+06	-4.250e+06	-1.0503	-46.405	0.19430
209.000	4.0504e+06	-4.335e+06	-1.0702	-46.942	0.19229
210.000	4.0991e+06	-4.361e+06	-1.0638	-46.771	0.19047
211.000	4.0084e+06	-4.427e+06	-1.1043	-47.838	0.18824
212.000	4.0432e+06	-4.475e+06	-1.1068	-47.902	0.18639
213.000	4.0868e+06	-4.525e+06	-1.1071	-47.910	0.18460
214.000	4.0040e+06	-4.563e+06	-1.1395	-48.731	0.18253
215.000	4.0390e+06	-4.564e+06	-1.1300	-48.492	0.18079
216.000	4.0984e+06	-4.578e+06	-1.1171	-48.167	0.17912
217.000	4.1550e+06	-4.634e+06	-1.1154	-48.122	0.17747
218.000	4.1065e+06	-4.671e+06	-1.1376	-48.682	0.17560
219.000	4.1747e+06	-4.701e+06	-1.1261	-48.393	0.17401
220.000	4.2657e+06	-4.727e+06	-1.1083	-47.940	0.17249
221.000	4.2411e+06	-4.755e+06	-1.1211	-48.268	0.17078
222.000	4.3356e+06	-4.822e+06	-1.1122	-48.040	0.16932
223.000	4.4299e+06	-4.897e+06	-1.1055	-47.868	0.16785
224.000	4.5246e+06	-4.986e+06	-1.1020	-47.778	0.16643
225.000	4.4617e+06	-5.014e+06	-1.1239	-48.338	0.16471
226.000	4.5019e+06	-5.069e+06	-1.1260	-48.392	0.16322
227.000	4.5783e+06	-5.110e+06	-1.1161	-48.139	0.16181
228.000	4.5446e+06	-5.131e+06	-1.1290	-48.469	0.16020
229.000	4.6356e+06	-5.229e+06	-1.1281	-48.445	0.15889
230.000	4.7451e+06	-5.306e+06	-1.1182	-48.194	0.15755
231.000	4.8169e+06	-5.381e+06	-1.1171	-48.166	0.15624
232.000	4.7869e+06	-5.487e+06	-1.1462	-48.896	0.15474
233.000	4.8486e+06	-5.574e+06	-1.1495	-48.979	0.15340
234.000	4.8989e+06	-5.682e+06	-1.1599	-49.233	0.15209
235.000	4.8269e+06	-5.766e+06	-1.1946	-50.067	0.15055
236.000	4.8234e+06	-5.863e+06	-1.2155	-50.557	0.14920
237.000	4.8818e+06	-5.955e+06	-1.2199	-50.657	0.14788
238.000	4.9148e+06	-6.031e+06	-1.2272	-50.825	0.14659
239.000	4.7990e+06	-6.071e+06	-1.2650	-51.673	0.14510
240.000	4.8420e+06	-6.164e+06	-1.2731	-51.850	0.14387
241.000	4.8500e+06	-6.190e+06	-1.2762	-51.919	0.14258
242.000	4.7503e+06	-6.250e+06	-1.3157	-52.764	0.14118
243.000	4.7750e+06	-6.266e+06	-1.3123	-52.692	0.13998
244.000	4.7960e+06	-6.350e+06	-1.3241	-52.939	0.13876
245.000	4.8202e+06	-6.403e+06	-1.3284	-53.028	0.13757
246.000	4.7275e+06	-6.420e+06	-1.3581	-53.635	0.13626
247.000	4.7216e+06	-6.486e+06	-1.3738	-53.948	0.13505
248.000	4.7274e+06	-6.520e+06	-1.3793	-54.057	0.13386
249.000	4.5633e+06	-6.552e+06	-1.4359	-55.145	0.13250
250.000	4.5830e+06	-6.574e+06	-1.4344	-55.118	0.13138
251.000	4.5805e+06	-6.593e+06	-1.4393	-55.209	0.13026
252.000	4.5497e+06	-6.570e+06	-1.4440	-55.297	0.12916
253.000	4.4170e+06	-6.592e+06	-1.4924	-56.175	0.12786
254.000	4.4094e+06	-6.512e+06	-1.4768	-55.896	0.12677
255.000	4.3623e+06	-6.537e+06	-1.4985	-56.284	0.12565
256.000	4.3098e+06	-6.504e+06	-1.5090	-56.468	0.12453
257.000	4.1867e+06	-6.349e+06	-1.5165	-56.599	0.12334
258.000	4.0531e+06	-6.298e+06	-1.5539	-57.237	0.12217
259.000	4.0490e+06	-6.124e+06	-1.5125	-56.530	0.12116
260.000	3.9346e+06	-5.893e+06	-1.4977	-56.270	0.12001
261.000	3.9356e+06	-5.803e+06	-1.4744	-55.853	0.11903
262.000	3.8577e+06	-5.620e+06	-1.4567	-55.531	0.11796
263.000	3.8340e+06	-5.365e+06	-1.3993	-54.449	0.11701
264.000	3.6566e+06	-4.982e+06	-1.3624	-53.722	0.11583
265.000	3.7419e+06	-4.513e+06	-1.2061	-50.338	0.11494
266.000	3.7685e+06	-4.211e+06	-1.1173	-48.171	0.11400
267.000	3.8560e+06	-3.495e+06	-0.9064	-42.188	0.11311
268.000	4.1689e+06	-2.888e+06	-0.6927	-34.711	0.11246
269.000	4.6640e+06	-2.202e+06	-0.4722	-25.275	0.11195
270.000	5.3531e+06	-1.607e+06	-0.3002	-16.710	0.11164
271.000	6.1310e+06	-1.164e+06	-0.1899	-10.752	0.11142
272.000	7.0451e+06	-9.619e+05	-0.1365	-7.775	0.11133
273.000	8.0033e+06	-9.487e+05	-0.1185	-6.760	0.11129
274.000	8.7304e+06	-1.223e+06	-0.1401	-7.975	0.11109
275.000	9.3606e+06	-1.592e+06	-0.1701	-9.654	0.11079
276.000	9.8216e+06	-1.962e+06	-0.1997	-11.294	0.11034
277.000	1.0065e+07	-2.325e+06	-0.2310	-13.008	0.10970
278.000	1.0247e+07	-2.778e+06	-0.2711	-15.167	0.10903
279.000	1.0543e+07	-2.903e+06	-0.2754	-15.397	0.10840
280.000	1.0779e+07	-3.112e+06	-0.2887	-16.105	0.10779
281.000	1.0782e+07	-3.341e+06	-0.3099	-17.217	0.10692
282.000	1.1224e+07	-3.423e+06	-0.3050	-16.961	0.10644
283.000	1.1463e+07	-3.606e+06	-0.3146	-17.462	0.10582
284.000	1.1779e+07	-3.782e+06	-0.3211	-17.800	0.10526
285.000	1.1948e+07	-4.010e+06	-0.3356	-18.553	0.10458
286.000	1.1993e+07	-4.065e+06	-0.3389	-18.722	0.10379
287.000	1.2302e+07	-4.297e+06	-0.3493	-19.253	0.10321
288.001	1.2331e+07	-4.338e+06	-0.3518	-19.382	0.10243
289.001	1.3110e+07	-4.294e+06	-0.3276	-18.138	0.10222
290.001	1.3288e+07	-4.537e+06	-0.3414	-18.850	0.10156
291.001	1.3616e+07	-4.670e+06	-0.3429	-18.929	0.10103
292.001	1.3967e+07	-4.857e+06	-0.3478	-19.176	0.10050
293.001	1.4595e+07	-4.962e+06	-0.3400	-18.778	0.10020
294.001	1.4681e+07	-5.345e+06	-0.3641	-20.004	0.09950
295.001	1.5103e+07	-5.619e+06	-0.3720	-20.406	0.09905
296.001	1.5393e+07	-5.926e+06	-0.3850	-21.057	0.09850
297.001	1.5866e+07	-6.355e+06	-0.4006	-21.830	0.09810
298.001	1.6123e+07	-6.759e+06	-0.4192	-22.744	0.09753
299.001	1.3817e+07	-7.578e+06	-0.5485	-28.743	0.09532
300.001	1.6474e+07	-7.776e+06	-0.4720	-25.268	0.09635
301.001	1.6539e+07	-7.954e+06	-0.4809	-25.685	0.09565
302.001	1.6487e+07	-8.467e+06	-0.5135	-27.183	0.09493
303.001	1.4141e+07	-9.145e+06	-0.6467	-32.890	0.09275
304.001	1.4099e+07	-9.436e+06	-0.6692	-33.792	0.09207
305.001	1.4259e+07	-9.705e+06	-0.6806	-34.239	0.09148
306.001	1.4034e+07	-9.969e+06	-0.7104	-35.389	0.09068
307.001	1.4077e+07	-1.021e+07	-0.7251	-35.944	0.09003
308.001	1.4428e+07	-1.057e+07	-0.7327	-36.229	0.08960
309.001	1.3942e+07	-1.071e+07	-0.7679	-37.520	0.08867
310.001	1.3996e+07	-1.098e+07	-0.7846	-38.118	0.08807
311.001	1.4046e+07	-1.117e+07	-0.7953	-38.494	0.08747
312.001	1.4021e+07	-1.136e+07	-0.8104	-39.022	0.08681
313.001	1.3805e+07	-1.167e+07	-0.8450	-40.197	0.08609
314.001	1.3773e+07	-1.191e+07	-0.8646	-40.846	0.08546
315.001	1.3950e+07	-1.227e+07	-0.8793	-41.324	0.08497
316.001	1.3869e+07	-1.203e+07	-0.8672	-40.933	0.08430
317.001	1.3607e+07	-1.223e+07	-0.8989	-41.951	0.08358
318.001	1.3486e+07	-1.241e+07	-0.9199	-42.610	0.08293
